author,title,study_type,study_duration,season,study_years,location,parameter_name,parameter_origin,parameter_unit,sample_size,parameter_lifestage,parameter_value,informationCategory,submechanism,type,name
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,ingestion rate water column autotrophic C,plummet nets,% body C d-1,NA,larvae,3.2,"parameter, validation",overwintering,function,ingestion
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,ingestion rate water column total POC,plummet nets,% body C d-1,NA,larvae,51.7,"parameter, validation",overwintering,function,ingestion
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,ingestion rate first year ice autotrophic C,plummet nets,% body C d-1,NA,larvae,2,"parameter, validation",overwintering,function,ingestion
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,ingestion rate first year ice total POC,plummet nets,% body C d-1,NA,larvae,44,"parameter, validation",overwintering,function,ingestion
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,clearance rate water column,plummet nets,ml krill-1 h-1,NA,larvae,0.1,"parameter, validation",overwintering,function,ingestion
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,clearance rate first year ice,plummet nets,ml krill-1 h-1,NA,larvae,7,"parameter, validation",overwintering,function,ingestion
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,larvae winter growth rate,plummet nets,ug C d-1,NA,larvae,6.13,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,larvae winter growth rate,plummet nets,ug C d-1,NA,larvae,6.13,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,larvae winter growth rate,plummet nets,ug C d-1,NA,larvae,6.13,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body length dry weight regression fall 2001,Reeve net,mg,131,larvae,DW_mg = 3.35 * 10^-3*L_mm^2.47,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body length dry weight regression fall 2001,Reeve net,mg,131,larvae,DW_mg = 3.35 * 10^-3*L_mm^2.47,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body length dry weight regression fall 2001,Reeve net,mg,131,larvae,DW_mg = 3.35 * 10^-3*L_mm^2.47,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body length dry weight regression winter 2001,Reeve net,mg,159,larvae,DW_mg = 2.35 * 10^-3*L_mm^2.48,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body length dry weight regression winter 2001,Reeve net,mg,159,larvae,DW_mg = 2.35 * 10^-3*L_mm^2.48,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body length dry weight regression winter 2001,Reeve net,mg,159,larvae,DW_mg = 2.35 * 10^-3*L_mm^2.48,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body length dry weight regression fall 2002,Reeve net,mg,16,larvae,DW_mg = 4.51 * 10^-2*L_mm^1.55,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body length dry weight regression fall 2002,Reeve net,mg,16,larvae,DW_mg = 4.51 * 10^-2*L_mm^1.55,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body length dry weight regression fall 2002,Reeve net,mg,16,larvae,DW_mg = 4.51 * 10^-2*L_mm^1.55,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body length dry weight regression winter 2002,Reeve net,mg,68,larvae,DW_mg = 4.24 * 10^-3*L_mm^2.38,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body length dry weight regression winter 2002,Reeve net,mg,68,larvae,DW_mg = 4.24 * 10^-3*L_mm^2.38,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body length dry weight regression winter 2002,Reeve net,mg,68,larvae,DW_mg = 4.24 * 10^-3*L_mm^2.38,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body carbon dry weight regression fall 2001,Reeve net,ug,52,larvae,C_ug = 418*DW_mg + 0.467,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body carbon dry weight regression winter 2001,Reeve net,ug,34,larvae,C_ug = 405*DW_mg - 34.4,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body carbon dry weight regression fall 2002,Reeve net,ug,9,larvae,C_ug = 406*DW_mg - 37.2,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body carbon dry weight regression winter 2002,Reeve net,ug,15,larvae,C_ug = 206*DW_mg - 54.8,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body nitrogen dry weight regression fall 2001,Reeve net,ug,52,larvae,N_ug = 85.2*DW_mg + 4.68,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body nitrogen dry weight regression fall 2001,Reeve net,ug,52,larvae,N_ug = 85.2*DW_mg + 4.68,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body nitrogen dry weight regression winter 2001,Reeve net,ug,34,larvae,N_ug = 88.9*DW_mg - 7.01,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body nitrogen dry weight regression winter 2001,Reeve net,ug,34,larvae,N_ug = 88.9*DW_mg - 7.01,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body nitrogen dry weight regression fall 2002,Reeve net,ug,9,larvae,N_ug = 83.3*DW_mg - 1.1,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body nitrogen dry weight regression fall 2002,Reeve net,ug,9,larvae,N_ug = 83.3*DW_mg - 1.1,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body nitrogen dry weight regression winter 2002,Reeve net,ug,15,larvae,N_ug = 55.7*DW_mg + 15,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,body nitrogen dry weight regression winter 2002,Reeve net,ug,15,larvae,N_ug = 55.7*DW_mg + 15,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,IMP winter 2001,Reeve net,days,15,larvae,23,"parameter, validation",overwintering,function,maintenance _moulting
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,IMP winter 2001,Reeve net,days,10,larvae,51,"parameter, validation",overwintering,function,maintenance _moulting
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,IMP winter 2001,Reeve net,days,11,larvae,31,"parameter, validation",overwintering,function,maintenance _moulting
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2001,Reeve net,mm d-1,15,larvae,0,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2001,Reeve net,mm d-1,15,larvae,0,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2001,Reeve net,mm d-1,15,larvae,0,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2001,Reeve net,mm d-1,10,larvae,0,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2001,Reeve net,mm d-1,10,larvae,0,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2001,Reeve net,mm d-1,10,larvae,0,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2001,Reeve net,mm d-1,11,larvae,0.005,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2001,Reeve net,mm d-1,11,larvae,0.005,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2001,Reeve net,mm d-1,11,larvae,0.005,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,IMP winter 2002,Reeve net,days,12,larvae,40,"parameter, validation",overwintering,function,maintenance _moulting
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,IMP winter 2002,Reeve net,days,9,larvae,61,"parameter, validation",overwintering,function,maintenance _moulting
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2002,Reeve net,mm d-1,12,larvae,0.013,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2002,Reeve net,mm d-1,12,larvae,0.013,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2002,Reeve net,mm d-1,12,larvae,0.013,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2002,Reeve net,mm d-1,9,larvae,0,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2002,Reeve net,mm d-1,9,larvae,0,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (2004),overwintering growth and development of larval euphausia superba: an interannual comparison under varying environmental conditions west of the antarctic peninsula,observation,years,"autumn, winter",2001-2002,Antarctic Peninsula,growth rate winter 2002,Reeve net,mm d-1,9,larvae,0,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
"putland, j; sutton, t (2011)",survey of larval euphausia superba lipid content along the western antarctic peninsula during late autumn 2006,observation,months,autumn,2006,Antarctic Peninsula,individual mass,measurement,mg DW per individual,10,"larvae, furcilia 4",0.85,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
"putland, j; sutton, t (2011)",survey of larval euphausia superba lipid content along the western antarctic peninsula during late autumn 2006,observation,months,autumn,2006,Antarctic Peninsula,individual mass,measurement,mg DW per individual,10,"larvae, furcilia 4",0.85,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
"putland, j; sutton, t (2011)",survey of larval euphausia superba lipid content along the western antarctic peninsula during late autumn 2006,observation,months,autumn,2006,Antarctic Peninsula,individual mass,measurement,mg DW per individual,10,"larvae, furcilia 4",0.85,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
"putland, j; sutton, t (2011)",survey of larval euphausia superba lipid content along the western antarctic peninsula during late autumn 2006,observation,months,autumn,2006,Antarctic Peninsula,lipid content,measurement,% DW,10,"larvae, furcilia 4",27.9,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
"putland, j; sutton, t (2011)",survey of larval euphausia superba lipid content along the western antarctic peninsula during late autumn 2006,observation,months,autumn,2006,Antarctic Peninsula,individual mass,measurement,mg DW per individual,29,"larvae, furcilia 6",1.51,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
"putland, j; sutton, t (2011)",survey of larval euphausia superba lipid content along the western antarctic peninsula during late autumn 2006,observation,months,autumn,2006,Antarctic Peninsula,individual mass,measurement,mg DW per individual,29,"larvae, furcilia 6",1.51,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
"putland, j; sutton, t (2011)",survey of larval euphausia superba lipid content along the western antarctic peninsula during late autumn 2006,observation,months,autumn,2006,Antarctic Peninsula,individual mass,measurement,mg DW per individual,29,"larvae, furcilia 6",1.51,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
"putland, j; sutton, t (2011)",survey of larval euphausia superba lipid content along the western antarctic peninsula during late autumn 2006,observation,months,autumn,2006,Antarctic Peninsula,lipid content,measurement,% DW,29,"larvae, furcilia 6",21.6,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,carbon content,SUIT,% dry mass,NA,"larvae, juvenile",40.6,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,carbon content,SUIT,% dry mass,NA,"larvae, juvenile",39.06,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,carbon content,SUIT,% dry mass,NA,"larvae, juvenile",39.32,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,carbon content,SUIT,% dry mass,NA,"larvae, juvenile",34.61,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,nitrogen content,SUIT,% dry mass,NA,"larvae, juvenile",10.12,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,nitrogen content,SUIT,% dry mass,NA,"larvae, juvenile",10.12,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,nitrogen content,SUIT,% dry mass,NA,"larvae, juvenile",10.59,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,nitrogen content,SUIT,% dry mass,NA,"larvae, juvenile",10.59,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,nitrogen content,SUIT,% dry mass,NA,"larvae, juvenile",10.2,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,nitrogen content,SUIT,% dry mass,NA,"larvae, juvenile",10.2,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,nitrogen content,SUIT,% dry mass,NA,"larvae, juvenile",9.81,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,nitrogen content,SUIT,% dry mass,NA,"larvae, juvenile",9.81,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,total fatty acid content,SUIT,% dry mass,NA,"larvae, juvenile",12.48,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,total fatty acid content,SUIT,% dry mass,NA,"larvae, juvenile",19.5,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Schaafsma et al. (2017),"spatio-temporal variability in the winter diet of larval and juvenile antarctic krill, euphausia superba, in ice-covered waters",observation,weeks,winter,2013,Weddell Sea,total fatty acid content,SUIT,% dry mass,NA,"larvae, juvenile",2.63,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,length weight regression krill 9-50mm,plummet nets,mg,NA,"larvae, juvenile, adult",wetWeight=1.02*10^(-3)*Length_mm^3.49,parameter,overwintering,state_var,tissue_reserves_carbs
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,length weight regression krill 9-50mm,plummet nets,mg,NA,"larvae, juvenile, adult",wetWeight=1.02*10^(-3)*Length_mm^3.49,parameter,overwintering,state_var,tissue_reserves_proteins
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,length weight regression krill 9-50mm,plummet nets,mg,NA,"larvae, juvenile, adult",wetWeight=1.02*10^(-3)*Length_mm^3.49,parameter,overwintering,state_var,tissue_reserves_lipids
"Frazer, T. K (2002)","energetic demands of larval krill, euphausia superba, in winter",observation,years,winter,1987-1994,Antarctic Peninsula,oxygenConsumptionRateIceHabitatMean,observation,mulO2 mgWetMass-1 h-1,46,"larvae, juveniles",0.105,"parameter, validation",overwintering,function,maintenance _respiration
"Frazer, T. K (2002)","energetic demands of larval krill, euphausia superba, in winter",observation,years,winter,1987-1994,Antarctic Peninsula,oxygenConsumptionRateOpenWaterMean,observation,mulO2 mgWetMass-1 h-1,36,"larvae, juveniles",0.068,"parameter, validation",overwintering,function,maintenance _respiration
"Frazer, T. K (2002)","energetic demands of larval krill, euphausia superba, in winter",observation,months,winter,1993,Antarctic Peninsula,oxygenConsumptionRateFed,observation,mulO2 mgWetMass-1 h-1,15,"larvae, juveniles",0.13,"parameter, validation",overwintering,function,maintenance _respiration
"Frazer, T. K (2002)","energetic demands of larval krill, euphausia superba, in winter",observation,months,winter,1993,Antarctic Peninsula,oxygenConsumptionRateFed,observation,mulO2 mgWetMass-1 h-1,15,"larvae, juveniles",0.13,"parameter, validation",overwintering,function,maintenance _respiration
"Frazer, T. K (2002)","energetic demands of larval krill, euphausia superba, in winter",observation,months,winter,1993,Antarctic Peninsula,oxygenConsumptionRateFed,observation,mulO2 mgWetMass-1 h-1,22,"larvae, juveniles",0.164,"parameter, validation",overwintering,function,maintenance _respiration
"Frazer, T. K (2002)","energetic demands of larval krill, euphausia superba, in winter",observation,months,winter,1993,Antarctic Peninsula,oxygenConsumptionRateFed,observation,mulO2 mgWetMass-1 h-1,22,"larvae, juveniles",0.164,"parameter, validation",overwintering,function,maintenance _respiration
"Frazer, T. K (2002)","energetic demands of larval krill, euphausia superba, in winter",observation,months,winter,1993,Antarctic Peninsula,oxygenConsumptionRateFed,observation,mulO2 mgWetMass-1 h-1,32,"larvae, juveniles",0.168,"parameter, validation",overwintering,function,maintenance _respiration
"Frazer, T. K (2002)","energetic demands of larval krill, euphausia superba, in winter",observation,months,winter,1993,Antarctic Peninsula,oxygenConsumptionRateFed,observation,mulO2 mgWetMass-1 h-1,32,"larvae, juveniles",0.168,"parameter, validation",overwintering,function,maintenance _respiration
"Frazer, T. K (2002)","energetic demands of larval krill, euphausia superba, in winter",observation,months,winter,1993,Antarctic Peninsula,oxygenConsumptionRateStarved,observation,mulO2 mgWetMass-1 h-1,8,"larvae, juveniles",0.065,"parameter, validation",overwintering,function,maintenance _respiration
"Frazer, T. K (2002)","energetic demands of larval krill, euphausia superba, in winter",observation,months,winter,1993,Antarctic Peninsula,oxygenConsumptionRateStarved,observation,mulO2 mgWetMass-1 h-1,8,"larvae, juveniles",0.065,"parameter, validation",overwintering,function,maintenance _respiration
"Frazer, T. K (2002)","energetic demands of larval krill, euphausia superba, in winter",observation,months,winter,1993,Antarctic Peninsula,oxygenConsumptionRateStarved,observation,mulO2 mgWetMass-1 h-1,12,"larvae, juveniles",0.083,"parameter, validation",overwintering,function,maintenance _respiration
"Frazer, T. K (2002)","energetic demands of larval krill, euphausia superba, in winter",observation,months,winter,1993,Antarctic Peninsula,oxygenConsumptionRateStarved,observation,mulO2 mgWetMass-1 h-1,12,"larvae, juveniles",0.083,"parameter, validation",overwintering,function,maintenance _respiration
"David, C. L. (2021)",sea-ice habitat minimizes grazing impact and predation risk for larval antarctic krill,observation,months,"winter, spring",2003,WeddellScotiaInfluenceZone,grazingImpactKrillLarvaeSeaIceInterface,observation,%Chla d-1,11,"larvae, juveniles",0.001-0.071,"parameter, validation",overwintering,function,ingestion
"David, C. L. (2021)",sea-ice habitat minimizes grazing impact and predation risk for larval antarctic krill,observation,months,"winter, spring",2003,WeddellScotiaInfluenceZone,grazingImpactKrillLarvaeWaterColumn,observation,%Chla d-1,9,"larvae, juveniles",0.001-0.013,"parameter, validation",overwintering,function,ingestion
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,dryWeightToFiltrationRateFR0,reference,m3 d-1 mgDW-1,8,"larvae, juveniles",0.00085,"parameter, validation",overwintering,function,ingestion
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,dryWeightToFiltrationRateExponent,reference,NA,8,"larvae, juveniles",0.825,"parameter, validation",overwintering,function,ingestion
